121,5,188
121,6,164
121,7,11
122,0,152
122,1,26
122,2,228
122,3,172
122,4,141
122,5,200
122,6,199
122,7,164
123,0,110
123,1,143
123,2,1
123,3,31
123,4,140
123,5,142
123,6,161
123,7,3
124,0,146
124,1,202
124,2,136
124,3,165
124,4,46
124,5,142
124,6,52
124,7,10
125,0,255
125,1,28
125,2,148
125,3,196
125,4,154
125,5,27
125,6,133
125,7,49
126,0,67
126,1,4
126,2,3
126,3,148
126,4,133
126,5,70
126,6,132
126,7,133
127,0,177
127,1,161
127,2,74
127,3,182
127,4,160
127,5,137
127,6,77
127,7,151
128,0,134
128,1,1
128,2,243
128,3,233
128,4,157
128,5,31
128,6,88
128,7,154
129,0,229
129,1,209
129,2,253
129,3,169
129,4,249
129,5,199
129,6,249
129,7,130
130,0,115
130,1,189
130,2,158
130,3,43
130,4,86
130,5,183
130,6,201
130,7,129
131,0,21
131,1,222
131,2,45
131,3,218
131,4,5
131,5,195
131,6,162
131,7,135
132,0,185
132,1,113
132,2,192
132,3,143
132,4,215
132,5,186
132,6,176
132,7,47
133,0,67
133,1,11
133,2,0
133,3,235
133,4,222
133,5,235
133,6,192
133,7,132
134,0,36
134,1,33
134,2,92
134,3,205
134,4,65
134,5,69
134,6,76
134,7,46
135,0,20
135,1,45
135,2,109
135,3,165
135,4,56
135,5,195
135,6,181
135,7,198
136,0,166
136,1,43
136,2,75
136,3,158
136,4,175
136,5,100
136,6,229
136,7,123
137,0,207
137,1,102
137,2,87
137,3,121
137,4,144
137,5,30
137,6,198
137,7,66
138,0,157
138,1,241
138,2,43
138,3,201
138,4,25
138,5,222
138,6,238
138,7,39
139,0,124
139,1,95
139,2,127
139,3,241
139,4,189
139,5,118
139,6,145
139,7,177
140,0,106
140,1,224
140,2,30
140,3,140
140,4,36
140,5,21
140,6,35
140,7,33
141,0,20
141,1,41
141,2,208
141,3,229
141,4,73
141,5,207
141,6,75
141,7,247
142,0,134
142,1,190
142,2,155
142,3,62
142,4,158
142,5,74
142,6,230
142,7,66
143,0,130
143,1,117
143,2,217
143,3,6
143,4,174
143,5,45
143,6,65
143,7,212
144,0,155
144,1,212
144,2,191
144,3,150
144,4,242
144,5,174
144,6,35
144,7,247
145,0,30
145,1,59
145,2,219
145,3,64
145,4,44
145,5,95
145,6,9
145,7,251
146,0,20
146,1,47
146,2,241
146,3,37
146,4,210
146,5,70
146,6,102
146,7,18
147,0,69
147,1,247
147,2,90
147,3,199
147,4,185
147,5,150
147,6,170
147,7,69
148,0,56
148,1,111
148,2,132
148,3,158
148,4,79
148,5,51
148,6,230
148,7,241
149,0,166
149,1,220
149,2,227
149,3,67
149,4,82
149,5,225
149,6,144
149,7,132
150,0,53
150,1,213
150,2,18
150,3,183
150,4,240
150,5,49
150,6,107
150,7,113
151,0,250
151,1,42
151,2,234
151,3,72
151,4,222
151,5,241
151,6,168
151,7,220
152,0,54
152,1,66
152,2,33
152,3,101
152,4,13
152,5,216
152,6,183
152,7,49
153,0,187
153,1,92
153,2,169
153,3,153
153,4,208
153,5,137
153,6,3
153,7,188
154,0,240
154,1,166
154,2,154
154,3,80
154,4,29
154,5,16
154,6,102
154,7,100
155,0,62
155,1,190
155,2,209
155,3,130
155,4,112
155,5,160
155,6,42
155,7,187
156,0,143
156,1,158
156,2,172
156,3,149
156,4,108
156,5,243
156,6,202
156,7,159
157,0,27
157,1,10
157,2,48
157,3,114
157,4,58
157,5,195
157,6,55
157,7,95
158,0,251
158,1,174
158,2,153
158,3,55
158,4,29
158,5,220
158,6,131
158,7,7
159,0,184
159,1,225
159,2,204
159,3,148
159,4,126
159,5,166
159,6,59
159,7,253
160,0,18
160,1,249
160,2,99
160,3,110
160,4,215
160,5,183
160,6,26
160,7,64
161,0,145
161,1,87
161,2,44
161,3,252
161,4,151
161,5,99
161,6,143
161,7,219
162,0,45
162,1,11
162,2,21
162,3,125
162,4,187
162,5,60
162,6,161
162,7,159
163,0,95
163,1,147
163,2,251
163,3,197
163,4,244
163,5,47
163,6,210
163,7,153
164,0,74
164,1,225
164,2,89
164,3,150
164,4,178
164,5,148
164,6,114
164,7,106
165,0,10
165,1,176
165,2,210
165,3,213
165,4,148
165,5,186
165,6,145
165,7,20
166,0,218
166,1,131
166,2,38
166,3,168
166,4,114
166,5,174
166,6,136
166,7,128
167,0,38
167,1,179
167,2,131
167,3,115
167,4,178
167,5,153
167,6,20
167,7,42
168,0,32
168,1,8
168,2,221
168,3,247
168,4,103
168,5,12
168,6,238
168,7,193
169,0,243
169,1,242
169,2,219
169,3,154
169,4,21
169,5,66
169,6,29
169,7,118
170,0,47
170,1,215
170,2,244
170,3,209
170,4,146
170,5,220
170,6,224
170,7,81
171,0,223
171,1,218
171,2,138
171,3,100
171,4,139
171,5,14
171,6,52
171,7,208
172,0,235
172,1,96
172,2,74
172,3,192
172,4,157
172,5,220
172,6,127
172,7,4
173,0,253
173,1,203
173,2,76
173,3,238
173,4,39
173,5,5
173,6,16
173,7,187
174,0,229
174,1,208
174,2,186
174,3,70
174,4,49
174,5,91
174,6,140
174,7,147
175,0,167
175,1,86
175,2,151
175,3,97
175,4,94
175,5,47
175,6,46
175,7,221
176,0,212
176,1,209
176,2,8
176,3,27
176,4,9
176,5,16
176,6,239
176,7,127
177,0,149
177,1,211
177,2,10
177,3,105
177,4,147
177,5,88
177,6,30
177,7,247
178,0,250
178,1,25
178,2,106
178,3,212
178,4,65
178,5,252
178,6,212
178,7,211
179,0,61
179,1,241
179,2,5
179,3,213
179,4,241
179,5,135
179,6,20
179,7,227
180,0,235
180,1,33
180,2,185
180,3,54
180,4,122
180,5,182
180,6,131
180,7,159
181,0,232
181,1,18
181,2,131
181,3,149
181,4,253
181,5,178
181,6,54
181,7,82
182,0,140
182,1,47
182,2,115
182,3,173
182,4,108
182,5,51
182,6,15
182,7,196
183,0,179
183,1,90
183,2,190
183,3,213
183,4,238
183,5,148
183,6,191
183,7,25
184,0,74
184,1,150
184,2,152
184,3,204
184,4,41
184,5,5
184,6,82
184,7,22
185,0,96
185,1,118
185,2,165
185,3,137
185,4,63
185,5,135
185,6,189
185,7,65
186,0,128
186,1,224
186,2,78
186,3,93
186,4,95
186,5,104
186,6,255
186,7,120
187,0,183
187,1,3
187,2,10
187,3,238
187,4,108
187,5,56
187,6,120
187,7,83
188,0,239
188,1,176
188,2,195
188,3,213
188,4,47
188,5,131
188,6,125
188,7,66
189,0,191
189,1,229
189,2,94
189,3,235
189,4,247
189,5,106
189,6,130
189,7,75
190,0,70
190,1,235
190,2,251
190,3,3
190,4,109
190,5,94
190,6,28
190,7,78
191,0,247
191,1,140
191,2,23
191,3,157
191,4,143
191,5,145
191,6,57
191,7,20
192,0,213
192,1,1
192,2,126
192,3,85
192,4,70
192,5,110
192,6,140
192,7,55
193,0,115
193,1,177
193,2,27
193,3,222
193,4,67
193,5,19
193,6,53
193,7,58
194,0,154
194,1,98
194,2,38
194,3,101
194,4,62
194,5,160
194,6,112
194,7,179
195,0,219
195,1,62
195,2,152
195,3,194
195,4,195
195,5,248
195,6,72
195,7,77
196,0,148
196,1,212
196,2,98
196,3,213
196,4,233
196,5,122
196,6,140
196,7,19
197,0,78
197,1,249
197,2,111
197,3,8
197,4,173
197,5,73
197,6,203
197,7,213
198,0,7
198,1,204
198,2,0
198,3,174
198,4,244
198,5,182
198,6,10
198,7,214
199,0,62
199,1,206
199,2,13
199,3,124
199,4,134
199,5,58
199,6,2
199,7,70
200,0,170
200,1,235
200,2,30
200,3,27
200,4,1
200,5,119
200,6,189
200,7,236
201,0,190
201,1,164
201,2,96
201,3,63
201,4,140
201,5,36
201,6,94
201,7,6
202,0,14
202,1,166
202,2,164
202,3,241
202,4,140
202,5,191
202,6,88
202,7,252
203,0,57
203,1,239
203,2,126
203,3,11
203,4,181
203,5,70
203,6,151
203,7,56
204,0,228
204,1,61
204,2,192
204,3,242
204,4,216
204,5,254
204,6,53
204,7,252
205,0,179
205,1,21
205,2,58
205,3,255
205,4,69
205,5,24
205,6,126
205,7,242
206,0,59
206,1,133
206,2,16
206,3,103
206,4,210
206,5,80
206,6,111
206,7,21
207,0,83
207,1,134
207,2,201
207,3,162
207,4,48
207,5,198
207,6,157
207,7,199
208,0,198
208,1,158
208,2,243
208,3,203
208,4,134
208,5,240
208,6,35
208,7,86
209,0,48
209,1,202
209,2,89
209,3,155
209,4,124
209,5,129
209,6,31
209,7,2
210,0,153
210,1,143
210,2,135
210,3,61
210,4,84
210,5,30
210,6,199
210,7,51
211,0,24
211,1,25
211,2,23
211,3,237
211,4,140
211,5,218
211,6,125
211,7,91
212,0,73
212,1,151
212,2,98
212,3,129
212,4,4
212,5,6
212,6,249
212,7,46
213,0,156
213,1,42
213,2,13
213,3,111
213,4,112
213,5,4
213,6,128
213,7,51
214,0,96
214,1,103
214,2,177
214,3,230
214,4,15
214,5,44
214,6,174
214,7,217
215,0,28
215,1,40
215,2,243
215,3,163
215,4,254
215,5,60
215,6,206
215,7,249
216,0,44
216,1,132
216,2,25
216,3,93
216,4,255
216,5,19
216,6,245
216,7,53
217,0,163
217,1,249
217,2,116
217,3,149
217,4,44
217,5,58
217,6,150
217,7,232
218,0,82
218,1,184
218,2,230
218,3,54
218,4,159
218,5,128
218,6,182
218,7,174
219,0,164
219,1,49
219,2,206
219,3,204
219,4,171
219,5,112
219,6,170
219,7,113
220,0,253
220,1,57
220,2,41
220,3,229
220,4,191
220,5,105
220,6,81
220,7,6
221,0,19
221,1,83
221,2,29
221,3,57
221,4,209
221,5,194
221,6,97
221,7,100
222,0,148
222,1,19
222,2,39
222,3,224
222,4,67
222,5,45
222,6,248
222,7,164
223,0,232
223,1,55
223,2,191
223,3,115
223,4,218
223,5,178
223,6,28
223,7,240
224,0,67
224,1,95
224,2,84
224,3,144
224,4,113
224,5,38
224,6,65
224,7,113
225,0,117
225,1,46
225,2,148
225,3,36
225,4,123
225,5,188
225,6,246
225,7,227
226,0,18
226,1,153
226,2,170
226,3,143
226,4,99
226,5,9
226,6,244
226,7,112
227,0,33
227,1,243
227,2,85
227,3,158
227,4,130
227,5,168
227,6,171
227,7,53
228,0,26
228,1,213
228,2,5
228,3,208
228,4,30
228,5,223
228,6,191
228,7,175
229,0,2
229,1,158
229,2,19
229,3,245
229,4,120
229,5,203
229,6,196
229,7,46
230,0,94
230,1,70
230,2,19
230,3,7
230,4,146
230,5,115
230,6,183
230,7,207
231,0,170
231,1,245
231,2,132
231,3,80
231,4,40
231,5,167
231,6,124
231,7,10
232,0,121
232,1,88
232,2,94
232,3,251
232,4,189
232,5,241
232,6,124
232,7,238
233,0,159
233,1,7
233,2,69
233,3,13
233,4,130
233,5,202
233,6,163
233,7,239
234,0,143
234,1,46
234,2,94
234,3,76
234,4,2
234,5,100
234,6,173
234,7,41
235,0,1
235,1,238
235,2,253
235,3,26
235,4,178
235,5,173
235,6,20
235,7,87
236,0,255
236,1,3
236,2,42
236,3,202
236,4,29
236,5,112
236,6,220
236,7,28
237,0,238
237,1,64
237,2,230
237,3,200
237,4,164
237,5,214
237,6,29
237,7,23
238,0,72
238,1,2
238,2,93
238,3,132
238,4,251
238,5,162
238,6,242
238,7,193
239,0,184
239,1,87
239,2,186
239,3,4
239,4,187
239,5,183
239,6,20
239,7,18
240,0,95
240,1,171
240,2,48
240,3,166
240,4,130
240,5,38
240,6,37
240,7,204
241,0,48
241,1,226
241,2,191
241,3,224
241,4,157
241,5,69
241,6,177
241,7,38
242,0,108
242,1,20
242,2,147
242,3,27
242,4,190
242,5,4
242,6,143
242,7,192
243,0,63
243,1,179
243,2,244
243,3,83
243,4,197
243,5,6
243,6,30
243,7,180
244,0,103
244,1,226
244,2,191
244,3,106
244,4,155
244,5,193
244,6,221
244,7,154
245,0,177
245,1,127
245,2,29
245,3,242
245,4,77
245,5,240
245,6,129
245,7,166
246,0,123
246,1,206
246,2,109
246,3,17
246,4,61
246,5,250
246,6,231
246,7,40
247,0,217
247,1,118
247,2,126
247,3,23
247,4,144
247,5,224
247,6,249
247,7,91
248,0,77
248,1,109
248,2,56
248,3,128
248,4,156
248,5,10
248,6,178
248,7,255
249,0,6
249,1,234
249,2,39
249,3,204
249,4,125
249,5,49
249,6,72
249,7,23
250,0,45
250,1,143
250,2,241
250,3,144
250,4,255
250,5,243
250,6,64
250,7,5
251,0,62
251,1,105
251,2,232
251,3,180
251,4,224
251,5,147
251,6,105
251,7,106
252,0,111
252,1,196
252,2,11
252,3,239
252,4,176
252,5,93
252,6,112
252,7,49
253,0,73
253,1,62
253,2,128
253,3,175
253,4,63
253,5,221
253,6,246
253,7,140
254,0,184
254,1,110
254,2,147
254,3,207
254,4,181
254,5,29
254,6,161
254,7,1
255,0,191
255,1,255
255,2,37
255,3,237
255,4,4
255,5,212
255,6,141
255,7,73
256,0,225
256,1,214
256,2,155
256,3,231
256,4,181
256,5,255
256,6,232
256,7,30
257,0,246
257,1,159
257,2,156
257,3,181
257,4,179
257,5,90
257,6,118
257,7,204
258,0,207
258,1,164
258,2,247
258,3,118
258,4,157
258,5,231
258,6,13
258,7,47
259,0,129
259,1,56
259,2,81
259,3,46
259,4,218
259,5,221
259,6,241
259,7,156
260,0,184
260,1,254
260,2,96
260,3,102
260,4,47
260,5,188
260,6,46
260,7,89
261,0,215
261,1,184
261,2,223
261,3,115
261,4,7
261,5,187
261,6,64
261,7,91
262,0,169
262,1,50
262,2,69
262,3,124
262,4,157
262,5,17
262,6,101
262,7,66
263,0,153
263,1,79
263,2,53
263,3,37
263,4,246
263,5,12
263,6,253
263,7,143
264,0,242
264,1,2
264,2,2
264,3,126
264,4,107
264,5,76
264,6,211
264,7,33
265,0,112
265,1,48
265,2,12
265,3,66
265,4,76
265,5,90
265,6,21
265,7,224
266,0,16
266,1,91
266,2,57
266,3,228
266,4,117
266,5,113
266,6,86
266,7,118
267,0,254
267,1,51
267,2,183
267,3,43
267,4,187
267,5,246
267,6,142
267,7,98
268,0,177
268,1,177
268,2,85
268,3,8
268,4,158
268,5,240
268,6,134
268,7,175
269,0,120
269,1,101
269,2,50
269,3,121
269,4,182
269,5,6
269,6,137
269,7,69
270,0,97
270,1,148
270,2,144
270,3,180
270,4,156
270,5,88
270,6,10
270,7,215
271,0,237
271,1,132
271,2,138
271,3,178
271,4,72
271,5,152
271,6,122
271,7,138
272,0,210
272,1,39
272,2,216
272,3,149
272,4,137
272,5,157
272,6,90
272,7,180
273,0,136
273,1,190
273,2,102
273,3,86
273,4,91
273,5,76
273,6,99
273,7,79
274,0,60
274,1,237
274,2,246
274,3,248
274,4,130
274,5,78
274,6,91
274,7,179
275,0,179
275,1,158
275,2,173
275,3,249
275,4,231
275,5,213
275,6,203
275,7,131
276,0,202
276,1,62
276,2,241
276,3,169
276,4,204
276,5,177
276,6,96
276,7,99
277,0,253
277,1,198
277,2,111
277,3,235
277,4,201
277,5,202
277,6,2
277,7,219
278,0,134
278,1,162
278,2,148
278,3,222
278,4,22
278,5,143
278,6,21
278,7,129
279,0,108
279,1,49
279,2,189
279,3,186
279,4,201
279,5,82
279,6,7
279,7,126
280,0,42
280,1,123
280,2,236
280,3,211
280,4,242
280,5,144
280,6,104
280,7,1
281,0,66
281,1,58
281,2,96
281,3,212
281,4,166
281,5,207
281,6,146
281,7,219
282,0,117
282,1,59
282,2,255
282,3,102
282,4,190
282,5,120
282,6,178
282,7,193
283,0,94
283,1,172
283,2,141
283,3,34
283,4,248
283,5,244
283,6,35
283,7,31
284,0,15
284,1,150
284,2,76
284,3,59
284,4,112
284,5,188
284,6,110
284,7,138
285,0,5
285,1,147
285,2,76
285,3,232
285,4,101
285,5,61
285,6,55
285,7,24
286,0,59
286,1,234
286,2,29
286,3,157
286,4,184
286,5,43
286,6,65
286,7,77
287,0,191
287,1,73
287,2,111
287,3,166
287,4,255
287,5,56
287,6,66
287,7,77
288,0,95
288,1,140
288,2,55
288,3,125
288,4,136
288,5,240
288,6,91
288,7,5
289,0,100
289,1,29
289,2,160
289,3,175
289,4,211
289,5,230
289,6,139
289,7,109
290,0,217
290,1,193
290,2,122
290,3,51
290,4,52
290,5,85
290,6,238
290,7,111
291,0,58
291,1,105
291,2,109
291,3,85
291,4,140
